district_code,state_code,state_name,district,year,crop,area_1000_ha,rainfall_mm,avg_temp_c,max_temp_c,min_temp_c,yield_kg_per_ha
127,3,Gujarat,Valsad,2011,PIGEONPEA,9.2,3462.6199999999994,26.79875,32.104166666666664,21.493333333333336,510.87
127,3,Gujarat,Valsad,2011,RABI SORGHUM,1.1,3462.6199999999994,26.79875,32.104166666666664,21.493333333333336,1090.91
127,3,Gujarat,Valsad,2011,RAPESEED AND MUSTARD,0.2,3462.6199999999994,26.79875,32.104166666666664,21.493333333333336,1500.0
127,3,Gujarat,Valsad,2011,RICE,149.6,3462.6199999999994,26.79875,32.104166666666664,21.493333333333336,2462.57
127,3,Gujarat,Valsad,2011,SAFFLOWER,0.0,3462.6199999999994,26.79875,32.104166666666664,21.493333333333336,0.0
127,3,Gujarat,Valsad,2011,SESAMUM,0.0,3462.6199999999994,26.79875,32.104166666666664,21.493333333333336,0.0
127,3,Gujarat,Valsad,2011,SORGHUM,2.1,3462.6199999999994,26.79875,32.104166666666664,21.493333333333336,1047.62
127,3,Gujarat,Valsad,2011,SOYABEAN,0.0,3462.6199999999994,26.79875,32.104166666666664,21.493333333333336,0.0
127,3,Gujarat,Valsad,2011,SUGARCANE,28.6,3462.6199999999994,26.79875,32.104166666666664,21.493333333333336,6500.0
127,3,Gujarat,Valsad,2011,SUNFLOWER,0.0,3462.6199999999994,26.79875,32.104166666666664,21.493333333333336,0.0
127,3,Gujarat,Valsad,2011,WHEAT,0.5,3462.6199999999994,26.79875,32.104166666666664,21.493333333333336,3400.0
127,3,Gujarat,Valsad,2012,BARLEY,0.0,1914.8300000000004,26.626666666666665,31.932499999999994,21.320833333333333,0.0
127,3,Gujarat,Valsad,2012,CASTOR,0.0,1914.8300000000004,26.626666666666665,31.932499999999994,21.320833333333333,0.0
127,3,Gujarat,Valsad,2012,CHICKPEA,3.8,1914.8300000000004,26.626666666666665,31.932499999999994,21.320833333333333,973.68
